2017-11-14 16-57-12:165	0.29316111560610514	0.2836331042431278	0.6847711240332189	0.45932183383712655	0.1906146679639238	0.8256614887132594	0.7379403111805564	0.4104071653360368	
2017-11-14 16-57-12:165	0.24670101098503538	0.8887967912838461	0.5883353847566847	0.08497546575372172	0.5902893692972249	0.4659200483586764	0.897958796770506	0.2552735054884343	
2017-11-14 16-57-12:165	0.23962311701062866	0.612769669110333	0.33385370548228743	0.6017583480926186	0.42754057830140135	0.8490148970244147	0.616443161670414	0.22445439344645457	
2017-11-14 16-57-12:165	0.5550079724702164	0.01110478559891448	0.5497123296187698	0.7658908716552247	0.007614217538525314	0.8982320119107222	0.7019652059833077	0.3155729151990172	
2017-11-14 16-57-12:165	0.7581535790276926	0.8427892677632738	0.8599895029026525	0.4466022101371111	0.14814923013933112	0.1579860442139268	0.11481412929010226	0.4469777828774567	
2017-11-14 16-57-12:165	0.4921468283753836	0.2678314126389618	0.45384580779915606	0.05127178001299593	0.18083411905238367	0.20847891091837045	0.03202286734073434	0.7527883999431302	
2017-11-14 16-57-12:165	0.7725192156876135	0.10496727887633328	0.8737254800731201	0.0819792676610328	0.15722605932492761	0.17368102152268183	0.6175335658631348	0.07380146998106851	
2017-11-14 16-57-12:165	0.25364341004196833	0.7783932011619585	0.05752504443395945	0.5148695089420385	0.8563888504702629	0.07654172014527794	0.6576583737945313	0.460665786355238	
2017-11-14 16-57-12:165	0.1895268091647181	0.832430519203408	0.9198854310700485	0.9437387038896817	0.4420060393064249	0.04533464801076659	0.47199192077879704	0.7557313966714351	
2017-11-14 16-57-12:165	0.06165810527401616	0.14302851871436506	0.0077639770317999846	0.6792480505615898	0.8666253536611446	0.6250449569394289	0.7599318325976874	0.5699792354109992	
2017-11-14 16-57-12:165	0.09656357797320303	0.2050121369052822	0.015442288014313799	0.24517097523359188	0.37069062086567584	0.697704130995515	0.2929633141035546	0.2214375155389131	
2017-11-14 16-57-12:165	0.14572904411028542	0.12398048207060619	0.19412662526918234	0.9630803484608599	0.6740177808190418	0.7655786391113781	0.6128640415626745	0.4514914567372159	
2017-11-14 16-57-12:165	0.6505436366635341	0.19176248880978297	0.9412966367341371	0.5668820057491956	0.7073707279610325	0.6011192263750434	0.1459859080668352	0.9854919779656228	
2017-11-14 16-57-12:165	0.6649219758686231	0.1743359894410691	0.10495889594444552	0.03860050787481106	0.9817937036942137	0.517576344091919	0.3937695733496791	0.2540702374740824	
2017-11-14 16-57-12:165	0.1582607481850603	0.6911163666831687	0.7879616117071264	0.10682379487197546	0.9433561598577963	0.7641885486599865	0.10964814559861036	0.8415638342336818	
2017-11-14 16-57-12:165	0.07138601044817205	0.314521135218945	0.6875264133083494	0.09921261657281233	0.9109665689244648	0.799849764249951	0.622496356380693	0.4779610696228893	
